als;fr;de;en;cat;gen;pluriel;petit;compar;present_1_personne;present_2_personne;present_3_personne;present_pluriel;part_passe;aux;cond_pres_1_personne;cond_pres_2_personne;cond_pres_3_personne;cond_pres_pluriel
Kenia;Kenya;Kenia;Kenya;nom_propre;;;;;;;;;;;;;;
Libyà;Libye;Libyen;Libya;nom_propre;;;;;;;;;;;;;;
Libàn;Liban;Libanon;Lebanon;nom_propre;;;;;;;;;;;;;;
Milhüüsa;Mulhouse;Mülhausen;Mulhouse;nom_propre;;;;;;;;;;;;;;
Màrokko;Maroc;Marokko;Morocco;nom_propre;;;;;;;;;;;;;;
Nordsee;mer du Nord;Nordsee;North Sea;nom_propre;;;;;;;;;;;;;;
Norwegia;Norvège;Norwegen;Norway;nom_propre;;;;;;;;;;;;;;
Owerelsàss;Haute-Alsace;Oberelsass;Upper Alsace;nom_propre;;;;;;;;;;;;;;
Pola;Pologne;Polen;Poland;nom_propre;;;;;;;;;;;;;;
Portügal;Portugal;Portugal;Portugal;nom_propre;;;;;;;;;;;;;;
Rüsslànd;Russie;Russland;Russia;nom_propre;;;;;;;;;;;;;;
Schweda;Suède;Schweden;Sweden;nom_propre;;;;;;;;;;;;;;
Schwitz;Suisse;Schweiz;Switzerland;nom_propre;;;;;;;;;;;;;;
Spània;Espagne;Spanien;Spain;nom_propre;;;;;;;;;;;;;;
Ungàrn;Hongrie;Ungarn;Hungary;nom_propre;;;;;;;;;;;;;;
Àfrikà;Afrique;Afrika;Africa;nom_propre;;;;;;;;;;;;;;
Àlgeria;Algérie;Algerien;Algeria;nom_propre;;;;;;;;;;;;;;
Àmerikà;Amérique;Amerika;America;nom_propre;;;;;;;;;;;;;;
Ägypta;Égypte;Ägypten;Egypt;nom_propre;;;;;;;;;;;;;;
Ìndià;Inde;Indien;India;nom_propre;;;;;;;;;;;;;;
beida;les deux;beide;both;nombre;;;;;;;;;;;;;;
drissig;trente;dreißig;thirty;nombre;;;;;;;;;;;;;;
dritzénna;treize;dreizehn;thirteen;nombre;;;;;;;;;;;;;;
drèi;trois;drei;three;nombre;;;;;;;;;;;;;;
drèiadrissig;trente-trois;dreiunddreißig;thirty-three;nombre;;;;;;;;;;;;;;
drèiazwànzig;vingt-trois;dreiundzwanzig;twenty-three;nombre;;;;;;;;;;;;;;
einadrissig;trente-et-un;Einunddreißig;Thirty-one;nombre;;;;;;;;;;;;;;
einazwànzig;vingt-et-un;einundzwanzig;Twenty-one;nombre;;;;;;;;;;;;;;
eins;un;eins;one;nombre;;;;;;;;;;;;;;
elfa;onze;elf;eleven;nombre;;;;;;;;;;;;;;
fufzig;cinquante;fünfzig;fifty;nombre;;;;;;;;;;;;;;
fufzénna;quinze;fünfzehn;fifteen;nombre;;;;;;;;;;;;;;
fìmf;cinq;fünf;five;nombre;;;;;;;;;;;;;;
fìmfadrissig;trente-cinq;fünfunddreißig;thirty-five;nombre;;;;;;;;;;;;;;
fìmfazwànzig;vingt-cinq;fünfundzwanzig;twenty-five;nombre;;;;;;;;;;;;;;
hundert;cent;hundert;hundred;nombre;;;;;;;;;;;;;;
niin;neuf;neun;nine;nombre;;;;;;;;;;;;;;
niinadrissig;trente-neuf;neununddreißig;thirty-nine;nombre;;;;;;;;;;;;;;
niinazwànzig;vingt-neuf;neunundzwanzig;twenty-nine;nombre;;;;;;;;;;;;;;
niinzig;quatre-vingt-dix;neunzig;ninety;nombre;;;;;;;;;;;;;;
niinzénna;dix-neuf;neunzehn;nineteen;nombre;;;;;;;;;;;;;;
null;zéro;null;zero;nombre;;;;;;;;;;;;;;
sachzig;soixante;sechzig;sixty;nombre;;;;;;;;;;;;;;
sachzénna;seize;sechzehn;sixteen;nombre;;;;;;;;;;;;;;
sechs;six;sechs;six;nombre;;;;;;;;;;;;;;
sechsadrissig;trente-six;sechsunddreißig;thirty-six;nombre;;;;;;;;;;;;;;
sechsazwànzig;vingt-six;sechsundzwanzig;twenty-six;nombre;;;;;;;;;;;;;;
sìebtzig;soixante-dix;siebzig;seventy;nombre;;;;;;;;;;;;;;
sìebzénna;dix-sept;siebzehn;seventeen;nombre;;;;;;;;;;;;;;
sìewena;sept;sieben;seven;nombre;;;;;;;;;;;;;;
sìewenadrissig;trente-sept;siebenunddreißig;thirty-seven;nombre;;;;;;;;;;;;;;
sìewenazwànzig;vingt-sept;siebenundzwanzig;twenty-seven;nombre;;;;;;;;;;;;;;
tàuisig;mille;tausend;thousand;nombre;;;;;;;;;;;;;;
viar;quatre;vier;four;nombre;;;;;;;;;;;;;;
viaradrissig;trente-quatre;vierunddreißig;thirty-four;nombre;;;;;;;;;;;;;;
viarazwànzig;vingt-quatre;vierundzwanzig;twenty-four;nombre;;;;;;;;;;;;;;
viarzig;quarante;vierzig;forty;nombre;;;;;;;;;;;;;;
viarzénna;quatorze;vierzehn;fourteen ;nombre;;;;;;;;;;;;;;
zehna;dix;zehn;ten;nombre;;;;;;;;;;;;;;
zwei;deux;zwei;two;nombre;;;;;;;;;;;;;;
zweiadrissig;trente-deux;zweiunddreißig;thirty-two;nombre;;;;;;;;;;;;;;
zweiazwànzig;vingt-deux;zweiundzwanzig;twenty-two;nombre;;;;;;;;;;;;;;
zwànzig;vingt;zwanzig;twenty;nombre;;;;;;;;;;;;;;
zwälfa;douze;zwölf;twelve;nombre;;;;;;;;;;;;;;
àcht;huit;acht;eight;nombre;;;;;;;;;;;;;;
àchtadrissig;trente-huit;achtunddreißig;thirty-eight;nombre;;;;;;;;;;;;;;
àchtazwànzig;vingt-huit;achtundzwanzig;twenty-eight;nombre;;;;;;;;;;;;;;
àchtzig;quatre-vingts;achtzig;eighty;nombre;;;;;;;;;;;;;;
àchtzénna;dix-huit;achtzehn;eighteen;nombre;;;;;;;;;;;;;;
doch;quand même;doch;yet;partikel;;;;;;;;;;;;;;
ewa;justement;eben;precisely;partikel;;;;;;;;;;;;;;
fàscht;presque;fast;almost;partikel;;;;;;;;;;;;;;
hàlt;simplement;halt;simply;partikel;;;;;;;;;;;;;;
jo;donc;ja;well?;partikel;;;;;;;;;;;;;;
nìt;pas;nicht;not;partikel;;;;;;;;;;;;;;
scho;déjà;schon;already;partikel;;;;;;;;;;;;;;
àwer;mais;aber;but;partikel;;;;;;;;;;;;;;
bi;chez;bei;at;prep;;;;;;;;;;;;;;
bis;jusque;bis;until;prep;;;;;;;;;;;;;;
dur;à travers;durch;through;prep;;;;;;;;;;;;;;
fer;pour;für;for;prep;;;;;;;;;;;;;;
gega;contre;gegen;against;prep;;;;;;;;;;;;;;
hìnter;derrière;hinter;behind;prep;;;;;;;;;;;;;;
mìt;avec;mit;with;prep;;;;;;;;;;;;;;
nawa;à côté de;neben;beside;prep;;;;;;;;;;;;;;
noh;après;nach;after;prep;;;;;;;;;;;;;;
ohna;sans;ohne;without;prep;;;;;;;;;;;;;;
trotz;malgré;trotz;despite;prep;;;;;;;;;;;;;;
uf;sur;auf;on;prep;;;;;;;;;;;;;;
um;autour de;um;around;prep;;;;;;;;;;;;;;
unter;sous;unter;under;prep;;;;;;;;;;;;;;
vor;avant;vor;before;prep;;;;;;;;;;;;;;
vor;devant;vor;in front of;prep;;;;;;;;;;;;;;
vu;de;von;of;prep;;;;;;;;;;;;;;
vu;à partir de;von;from;prep;;;;;;;;;;;;;;
waga;à cause de;wegen;because of;prep;;;;;;;;;;;;;;
wahrend;pendant;während;during;prep;;;;;;;;;;;;;;
z;à;in;at;prep;;;;;;;;;;;;;;
zitter;depuis;seit;since;prep;;;;;;;;;;;;;;
zu;à;zu;to;prep;;;;;;;;;;;;;;
zwìscha;entre;zwischen;between;prep;;;;;;;;;;;;;;
àn;à;an;at;prep;;;;;;;;;;;;;;
ànna;en;anno;in;prep;;;;;;;;;;;;;;
ìn;dans;in;in;prep;;;;;;;;;;;;;;
ìwer;sur;über;over;prep;;;;;;;;;;;;;;
üs;hors de;aus;out of;prep;;;;;;;;;;;;;;
üsser;sauf;außer;except;prep;;;;;;;;;;;;;;
dàs;ceci;das;this;pron_dem;;;;;;;;;;;;;;
dàs;cela;das;that;pron_dem;;;;;;;;;;;;;;
dàs;ça;das;that;pron_dem;;;;;;;;;;;;;;
a bìtsi;un peu;ein bisschen;a bit;pron_indef;;;;;;;;;;;;;;
as;ça;es;it;pron_indef;;;;;;;;;;;;;;
ebber;quelqu'un;jemand;somebody;pron_indef;;;;;;;;;;;;;;
ebbis;quelque chose;etwas;something;pron_indef;;;;;;;;;;;;;;
jeder;chaque;jeder;each;pron_indef;;;;;;;;;;;;;;
ma;on;man;one;pron_indef;;;;;;;;;;;;;;
manka;maints;manche;many;pron_indef;;;;;;;;;;;;;;
manks;beaucoup de choses;manches;a lot;pron_indef;;;;;;;;;;;;;;
mehrera;plusieurs;mehrere;several;pron_indef;;;;;;;;;;;;;;
meischta;la plupart;meistens;most;pron_indef;;;;;;;;;;;;;;
niamens;personne;niemand;nobody;pron_indef;;;;;;;;;;;;;;
nit;rien;nichts;nothing;pron_indef;;;;;;;;;;;;;;
teil;quelques;einige;some;pron_indef;;;;;;;;;;;;;;
vìel;beaucoup;viel;much;pron_indef;;;;;;;;;;;;;;
wenig;peu;wenig;few;pron_indef;;;;;;;;;;;;;;
àlla;tous;alle;everybody;pron_indef;;;;;;;;;;;;;;
àlles;tout;alles;everything;pron_indef;;;;;;;;;;;;;;
ìrgend;n'importe lequel;irgendein;any;pron_indef;;;;;;;;;;;;;;
wer;qui;wer;who;pron_inter;;;;;;;;;;;;;;
wàs;quoi;was;what;pron_inter;;;;;;;;;;;;;;
ar;il;er;he;pron_pers;;;;;;;;;;;;;;
as;il;es;it;pron_pers;;;;;;;;;;;;;;
dü;tu;du;you;pron_pers;;;;;;;;;;;;;;
mìr;nous;wir;we;pron_pers;;;;;;;;;;;;;;
sa;ils;sie;they;pron_pers;;;;;;;;;;;;;;
uns;nous;uns;us;pron_pers;;;;;;;;;;;;;;
weller;lequel;welcher;which one;pron_pers;;;;;;;;;;;;;;
wàs;quoi;was;what;pron_pers;;;;;;;;;;;;;;
ìch;je;ich;I;pron_pers;;;;;;;;;;;;;;
di;ton;dein;your;pron_poss;;;;;;;;;;;;;;
mi;mon;mein;my;pron_poss;;;;;;;;;;;;;;
si;son;sein;his;pron_poss;;;;;;;;;;;;;;
unser;notre;unser;our;pron_poss;;;;;;;;;;;;;;
èier;votre;euer;your;pron_poss;;;;;;;;;;;;;;
ìhr;son;ihr;her;pron_poss;;;;;;;;;;;;;;
ìhr;leur;ihr;their;pron_poss;;;;;;;;;;;;;;
wo;où;wo;where;pron_relat;;;;;;;;;;;;;;
a hälfta;un demi;ein halb;half;quantite;;;;;;;;;;;;;;
zweiahàlb;deux et demie;zwei un ein halb;two and a half;quantite;;;;;;;;;;;;;;
ànderdhàlwa;un et demie;eins un ein halb;one and a half;quantite;;;;;;;;;;;;;;
baafsga;râler;schimpfen;to grumble;vi;;;;;baafsg;baafsgsch;baafsgt;baafsga;baafsgt;hàà;dat baafsga;datsch baafsga;dat baafsga;datta baafsga
batta;prier;beten;to pray;vi;;;;;batt;battsch;battet;batta;batta;hàà;dat batta;datsch batta;dat batta;datta batta
bliiwa;rester;bleiben;to stay;vi;;;;;blibb;blibbsch;blibbt;bliiwa;blìewa;sìì;dat bliiwa;datsch bliiwa;dat bliiwa;datta bliiwa
blìnka;clignoter;blinken;to flash;vi;;;;;blìnk;blìnksch;blìnkt;blìnka;blìnkt;hàà;dat blìnka;datsch blìnka;dat blìnka;datta blìnka
blìtza;sauter;springen;to jump;vi;;;;;blìtz;blìtzsch;blìtzt;blìtza;blìtzt;sìì;dat blìtza;datsch blìtza;dat blìtza;datta blìtza
blüeta;saigner;bluten;to bleed;vi;;;;;blüet;blüetsch;blüetet;blüeta;blüeta;hàà;dat blüeta;datsch blüeta;dat blüeta;datta blüeta
bramsa;freiner;bremsen;to brake;vi;;;;;brams;bramsch;bramst;bramsa;bramst;hàà;dat bramsa;datsch bramsa;dat bramsa;datta bramsa
ààbrenna;griller / brûler;anbrennen;to burn;vi;;;;;brenn àà;brennsch àà;brennt àà;brenna àà;ààbrennt;hàà;dat ààbrenna;datsch ààbrenna;dat ààbrenna;datta ààbrenna
bschissa;tricher;bescheißen;to cheat;vi;;;;;bschiss;bschissch;bschisst;bschissa;bschìssa;hàà;dat bschissa;datsch bschissa;dat bschissa;datta bschissa
bàda;baigner;baden;to bathe;vi;;;;;bàd;bàdsch;bàdet;bàda;bàda;hàà;dat bàda;datsch bàda;dat bàda;datta bàda
danka;penser;denken;to think;vi;;;;;dank;danksch;dankt;danka;dankt;hàà;dat danka;datsch danka;dat danka;datta danka
drucka;appuyer;drücken;to push;vi;;;;;druck;drucksch;druckt;drucka;druckt;hàà;dat drucka;datsch drucka;dat drucka;datta drucka
drìnga;insister;dringen;to insist;vi;;;;;drìng;drìngsch;drìngt;drìnga;drunga;hàà;dat drìnga;datsch drìnga;dat drìnga;datta drìnga
därfa;avoir le droit;dürfen;to may;vi;;;;;därf;därfsch;därft;därfa;därfa;hàà;därft;därftsch;därft;därftta
düe;faire;tun;to do;vi;;;;;düe;düesch;düet;düen;do;hàà;dat;datsch;dat;datta
düttla;lambiner;langsam machen;to dawdle;vi;;;;;düttel;düttelsch;düttelt;düttla;düttelt;hàà;dat düttla;datsch düttla;dat düttla;datta düttla
erschiina;apparaître;erscheinen;to appear;vi;;;;;erschiin;erschiinsch;erschiint;erschiina;erschuna;sìì;dat erschiina;datsch erschiina;dat erschiina;datta erschiina
erwa;hériter;erben;to inherit;vi;;;;;erb;erbsch;erbt;erwa;gerbt;hàà;dat erwa;datsch erwa;dat erwa;datta erwa
explodiara;exploser;explodieren;to explode;vi;;;;;explodiar;explodiarsch;explodiart;explodiara;explodiart;hàà;dat explodiara;datsch explodiara;dat explodiara;datta explodiara
fliaga;voler;fliegen;to fly;vi;;;;;fliag;fliagsch;fliagt;fliaga;gfloga;sìì;dat fliaga;datsch fliaga;dat fliaga;datta fliaga
fliaßa;couler;fließen;to flow;vi;;;;;fliaß;fliasch;fliaßt;fliaßa;gflossa;sìì;dat fliaßa;datsch fliaßa;dat fliaßa;datta fliaßa
funktioniara;fonctionner;funktionieren;funktion;vi;;;;;funktioniar;funktioniarsch;funktioniart;funktioniara;funktioniart;hàà;dat funktioniara;datsch funktioniara;dat funktioniara;datta funktioniara
fàhra;conduire;fahren;to drive;vi;;;;;fàhr;fàhrsch;fàhrt;fàhra;gfàhra;sìì;dat fàhra;datsch fàhra;dat fàhra;datta fàhra
fàschta;jeûner;fasten;to fast;vi;;;;;fàscht;fàschtsch;fàschtet;fàschta;gfàschta;hàà;dat fàschta;datsch fàschta;dat fàschta;datta fàschta
fìscha;pêcher;fischen;to fish;vi;;;;;fìsch;fìsch;fìscht;fìscha;gfìscht;hàà;dat fìscha;datsch fìscha;dat fìscha;datta fìscha
geh;aller;gehen;to go;vi;;;;;gàng;gehsch;geht;gehn;gànga;sìì;giang;giangsch;giang;giangta
furtgeh;partir;fortgehen;to leave;vi;;;;;gàng furt;gehsch furt;geht furt;gehn furt;gànga;sìì;giang furt;giangsch furt;giang furt;giangta furt
geitscha;bavarder;plaudern;to chat;vi;;;;;geitsch;geitsch;geitscht;geitscha;geitscht;hàà;dat geitscha;datsch geitscha;dat geitscha;datta geitscha
gfàlla;plaire;gefallen;to please;vi;;;;;gfàll;gfàllsch;gfàllt;gfàlla;gfàlla;hàà;dat gfàlla;datsch gfàlla;dat gfàlla;datta gfàlla
gheera;appartenir;gehören;to belong;vi;;;;;gheer;gheersch;gheert;gheera;gheert;hàà;dat gheera;datsch gheera;dat gheera;datta gheera
ghèia;tomber;fallen;to fall;vi;;;;;ghèi;ghèisch;ghèit;ghèia;ghèit;sìì;dat ghèia;datsch ghèia;dat ghèia;datta ghèia
gicksa;grincer;quietschen;to creak;vi;;;;;gicks;gicksch;gickst;gicksa;gickst;hàà;dat gicksa;datsch gicksa;dat gicksa;datta gicksa
glanza;briller;glänzen;to shine;vi;;;;;glanz;glanzsch;glanzt;glanza;glanzt;hàà;dat glanza;datsch glanza;dat glanza;datta glanza
gliicha;ressembler;gleichen;to look like;vi;;;;;gliich;gliichsch;gliicht;gliicha;glìcha;hàà;dat gliicha;datsch gliicha;dat gliicha;datta gliicha
glunza;se consumer;glühen;to glow;vi;;;;;glunz;glunzsch;glunzt;glunza;glunzt;hàà;dat glunza;datsch glunza;dat glunza;datta glunza
grabsa;grimper;klettern;to climb;vi;;;;;grabs;grabsch;grabst;grabsa;grabst;sìì;dat grabsa;datsch grabsa;dat grabsa;datta grabsa
gumpa;bondir;springen;to jump;vi;;;;;gump;gumpsch;gumpt;gumpa;gumpt;hàà;dat gumpa;datsch gumpa;dat gumpa;datta gumpa
gwìnna;gagner;siegen;to win;vi;;;;;gwìnn;gwìnnsch;gwìnnt;gwìnna;gwunna;hàà;dat gwìnna;datsch gwìnna;dat gwìnna;datta gwìnna
halfa;aider;helfen;to help;vi;;;;;hìlf;hìlfsch;hìlft;halfa;ghulfa;hàà;dat halfa;datsch halfa;dat halfa;datta halfa
handla;se disputer;streiten;to argue;vi;;;;;handel;handelsch;handelt;handla;ghandelt;hàà;dat handla;datsch handla;dat handla;datta handla
hanka;pendre;hängen;to hang;vi;;;;;hank;hanksch;hankt;hanka;ghànka;sìì;dat hanka;datsch hanka;dat hanka;datta hanka
happa;klaxonner;hupen;to hoot;vi;;;;;happ;happsch;happt;happa;ghappt;hàà;dat happa;datsch happa;dat happa;datta happa
heila;guérir;heilen;to heal;vi;;;;;heil;heilsch;heilt;heila;gheilt;hàà;dat heila;datsch heila;dat heila;datta heila
hiila;pleurer;weinen;to cry;vi;;;;;hiil;hiilsch;hiilt;hiila;ghììla;hàà;dat hiila;datsch hiila;dat hiila;datta hiila
hocka;être assis;hocken;to squat;vi;;;;;hock;hocksch;hockt;hocka;ghockt;sìì;dat hocka;datsch hocka;dat hocka;datta hocka
iawa;exercer;üben;to exercise;vi;;;;;iab;iabsch;iabt;iawa;giabt;hàà;dat iawa;datsch iawa;dat iawa;datta iawa
joomra;se lamenter;jammern;to complain;vi;;;;;joomer;joomersch;joomert;joomra;gjoomert;hàà;dat joomra;datsch joomra;dat joomra;datta joomra
juwla;jubiler;jubeln;to cheer;vi;;;;;juwel;juwelsch;juwelt;juwla;gjuwelt;hàà;dat juwla;datsch juwla;dat juwla;datta juwla
kampfa;lutter;kämpfen;to struggle;vi;;;;;kampf;kampfsch;kampft;kampfa;kàmpft;hàà;dat kampfa;datsch kampfa;dat kampfa;datta kampfa
umkippa;se renverser;umkippen;to cant;vi;;;;;kipp um;kippsch um;kippt um;kippa um;umkippt;sìì;dat umkippa;datsch umkippa;dat umkippa;datta umkippa
knèia;être à genoux;knien;to kneel;vi;;;;;knèi;knèisch;knèit;knèia;knèit;hàà;dat knèia;datsch knèia;dat knèia;datta knèia
kommàndiara;commander;befehlen;to command;vi;;;;;kommàndiar;kommàndiarsch;kommàndiart;kommàndiara;kommàndiart;hàà;dat kommàndiara;datsch kommàndiara;dat kommàndiara;datta kommàndiara
kumma;venir;kommen;to come;vi;;;;;kumm;kummsch;kummt;kämma;kumma;sìì;kaam;kaamsch;kaam;kaamta
ànakumma;réussir;gelingen;to succeed;vi;;;;;kumm àna;kummsch àna;kummt àna;kämma àna;ànakumma;sìì;kaam àna;kaamsch àna;kaam àna;kaamta àna
ààkumma;arriver;ankommen;to arrive;vi;;;;;kumm àà;kummsch àà;kummt àà;kämma àà;ààkumma;sìì;kaam àà;kaamsch àà;kaam àà;kaamta àà
lawa;vivre;leben;to live;vi;;;;;labb;labbsch;labbt;lawa;glabt;hàà;dat lawa;datsch lawa;dat lawa;datta lawa
liaga;mentir;lügen;to lie;vi;;;;;liag;liagsch;liagt;liaga;gloga;hàà;dat liaga;datsch liaga;dat liaga;datta liaga
liida;souffrir;leiden;to suffer;vi;;;;;liid;liidsch;liidet;liida;glìtta;hàà;dat liida;datsch liida;dat liida;datta liida
làcha;rire;lachen;to laugh;vi;;;;;làch;làchsch;làcht;làcha;glàcht;hàà;dat làcha;datsch làcha;dat làcha;datta làcha
lànda;atterrir;landen;to land;vi;;;;;lànd;làndsch;làndet;lànda;glànda;sìì;dat lànda;datsch lànda;dat lànda;datta lànda
làuifa;marcher;gehen;to walk;vi;;;;;làuif;làuifsch;làuift;làuifa;gloffa;sìì;dat làuifa;datsch làuifa;dat làuifa;datta làuifa
üslàuifa;couler;auslaufen;to leak;vi;;;;;làuif üs;làuifsch üs;làuift üs;làuifa üs;üsgloffa;sìì;dat üslàuifa;datsch üslàuifa;dat üslàuifa;datta üslàuifa
mìtmàcha;participer;teilnehmen;to participate;vi;;;;;màch mìt;màchsch mìt;màcht mìt;màcha mìt;mìtgmàcht;hàà;dat mìtmàcha;datsch mìtmàcha;dat mìtmàcha;datta mìtmàcha
müeßa;devoir;mussen;to have to;vi;;;;;müeß;müesch;müeß;mian;müeßa;hàà;müeßt;müeßtsch;müeßt;müeßtta
müüra;maçonner;mauern;to lay bricks;vi;;;;;müür;müürsch;müürt;müüra;gmüürt;hàà;dat müüra;datsch müüra;dat müüra;datta müüra
àbnamma;diminuer;abnehmen;to decrease;vi;;;;;nìmm àb;nìmmsch àb;nìmmt àb;namma àb;àbgnumma;hàà;nahm àb;nahmsch àb;nahm àb;nahmta àb
àànamma;supposer;annehmen;to suppose;vi;;;;;nìmm àà;nìmmsch àà;nìmmt àà;namma àà;ààgnumma;hàà;nahm àà;nahmsch àà;nahm àà;nahmta àà
teilnamma;participer;teilnehmen;to participate;vi;;;;;nìmm teil;nìmmsch teil;nìmmt teil;namma teil;teilgnumma;hàà;dat teilnamma;datsch teilnamma;dat teilnamma;datta teilnamma
ufnamma;augmenter;aufnehmen;to increase;vi;;;;;nìmm uf;nìmmsch uf;nìmmt uf;namma uf;ufgnumma;hàà;dat ufnamma;datsch ufnamma;dat ufnamma;datta ufnamma
profitiara;profiter;profitieren;to profit;vi;;;;;profitiar;profitiarsch;profitiart;profitiara;profitiart;hàà;dat profitiara;datsch profitiara;dat profitiara;datta profitiara
pàssa;convenir;passen;to fit;vi;;;;;pàss;pàsch;pàsst;pàssa;pàsst;hàà;dat pàssa;datsch pàssa;dat pàssa;datta pàssa
pàssiara;se produire;passieren;to happen;vi;;;;;pàssiar;pàssiarsch;pàssiart;pàssiara;pàssiart;sìì;dat pàssiara;datsch pàssiara;dat pàssiara;datta pàssiara
ratscha;bavarder;schwatzen;to chat;vi;;;;;ratsch;ratsch;ratscht;ratscha;gratscht;hàà;dat ratscha;datsch ratscha;dat ratscha;datta ratscha
reda;parler;reden;to talk;vi;;;;;redd;reddsch;reddt;reda;greddt;hàà;dat reda;datsch reda;dat reda;datta reda
reibsa;roter;rülpsen;to burp;vi;;;;;reibs;reibsch;reibst;reibsa;greibst;hàà;dat reibsa;datsch reibsa;dat reibsa;datta reibsa
reisa;voyager;reisen;to travel;vi;;;;;reis;reisch;reist;reisa;greist;sìì;dat reisa;datsch reisa;dat reisa;datta reisa
renna;courir;laufen;to run;vi;;;;;renn;rennsch;rennt;renna;grennt;sìì;dat renna;datsch renna;dat renna;datta renna
àbrenna;fuir;flüchten;to flee;vi;;;;;renn àb;rennsch àb;rennt àb;renna àb;àbgrennt;sìì;dat àbrenna;datsch àbrenna;dat àbrenna;datta àbrenna
reàgiara;réagir;reagieren;to react;vi;;;;;reàgiar;reàgiarsch;reàgiart;reàgiara;reàgiart;hàà;dat reàgiara;datsch reàgiara;dat reàgiara;datta reàgiara
riafa;appeler;rufen;to call;vi;;;;;riaf;riafsch;riaft;riafa;grüefa;hàà;dat riafa;datsch riafa;dat riafa;datta riafa
ritta;faire du cheval;reiten;to ride;vi;;;;;ritt;rittsch;rittet;ritta;grìtta;hàà;dat ritta;datsch ritta;dat ritta;datta ritta
rutscha;glisser;rutschen;to slip;vi;;;;;rutsch;rutsch;rutscht;rutscha;grutscht;sìì;dat rutscha;datsch rutscha;dat rutscha;datta rutscha
rèia;regretter;bereuen;to regret;vi;;;;;rèi;rèisch;rèit;rèia;groia;hàà;dat rèia;datsch rèia;dat rèia;datta rèia
schiaßa;tirer;schießen;to shoot;vi;;;;;schiaß;schiasch;schiaßt;schiaßa;gschossa;hàà;dat schiaßa;datsch schiaßa;dat schiaßa;datta schiaßa
schiina;paraître;scheinen;to seem;vi;;;;;schiin;schiinsch;schiint;schiina;gschuna;hàà;dat schiina;datsch schiina;dat schiina;datta schiina
schliicha;ramper;schleichen;to creep;vi;;;;;schliich;schliichsch;schliicht;schliicha;gschlìcha;sìì;dat schliicha;datsch schliicha;dat schliicha;datta schliicha
schlofa;dormir;schlafen;to sleep;vi;;;;;schlof;schlofsch;schloft;schlofa;gschlofa;hàà;dat schlofa;datsch schlofa;dat schlofa;datta schlofa
ischlofa;s'endormir;einschlafen;to sleep in;vi;;;;;schlof i;schlofsch i;schloft i;schlofa i;igschlofa;sìì;dat ischlofa;datsch ischlofa;dat ischlofa;datta ischlofa
schmelza;fondre;schmelzen;to melt;vi;;;;;schmelz;schmelsch;schmelzt;schmelza;gschmolza;sìì;dat schmelza;datsch schmelza;dat schmelza;datta schmelza
schneiga;manger peu;wenig essen;to eat few;vi;;;;;schneig;schneigsch;schneigt;schneiga;gschneigt;hàà;dat schneiga;datsch schneiga;dat schneiga;datta schneiga
schnüüfa;respirer;atmen;to breathe;vi;;;;;schnüüf;schnüüfsch;schnüüft;schnüüfa;gschnüüft;hàà;dat schnüüfa;datsch schnüüfa;dat schnüüfa;datta schnüüfa
schrèia;crier;schreien;to shout;vi;;;;;schrèi;schrèisch;schrèit;schrèia;gschroia;hàà;dat schrèia;datsch schrèia;dat schrèia;datta schrèia
schwìmma;nager;schwimmen;to swim;vi;;;;;schwìmm;schwìmmsch;schwìmmt;schwìmma;gschwumma;hàà;dat schwìmma;datsch schwìmma;dat schwìmma;datta schwìmma
schàda;faire du tort;schaden;to damage;vi;;;;;schàd;schààdsch;schàdet;schàda;gschàda;hàà;dat schàda;datsch schàda;dat schàda;datta schàda
schàffa;travailler;arbeiten;to work;vi;;;;;schàff;schàffsch;schàfft;schàffa;gschàfft;hàà;dat schàffa;datsch schàffa;dat schàffa;datta schàffa
seckla;courir;sich eilen;to hurry up;vi;;;;;seckel;seckelsch;seckelt;seckla;gseckelt;sìì;dat seckla;datsch seckla;dat seckla;datta seckla
seegla;faire de la voile;segeln;to sail;vi;;;;;seegel;seegelsch;seegelt;seegla;gseegelt;hàà;dat seegla;datsch seegla;dat seegla;datta seegla
solla;devoir;sollen;to shall;vi;;;;;soll;sollsch;soll;solla;solla;hàà;sott;sottsch;sott;sottta
spangla;faire du fracas;Lärm machen;to make noïse;vi;;;;;spangel;spangelsch;spangelt;spangla;gspangelt;hàà;dat spangla;datsch spangla;dat spangla;datta spangla
sprìnga;bondir;springen;to jump;vi;;;;;sprìng;sprìngsch;sprìngt;sprìnga;gsprunga;sìì;dat sprìnga;datsch sprìnga;dat sprìnga;datta sprìnga
stacka;être coincé;stecken;to stick;vi;;;;;stack;stacksch;stackt;stacka;gstackt;sìì;dat stacka;datsch stacka;dat stacka;datta stacka
staiwa;faire de la poussière;stauben;to make dust;vi;;;;;staib;staibsch;staibt;staiwa;gstaibt;hàà;dat staiwa;datsch staiwa;dat staiwa;datta staiwa
starwa;mourir;sterben;to die;vi;;;;;stìrb;stìrbsch;stìrbt;starwa;gstorwa;sìì;dat starwa;datsch starwa;dat starwa;datta starwa
steh;se tenir debout;stehen;to stand;vi;;;;;stànd;stehsch;steht;stehn;gstànda;sìì;dat steh;datsch steh;dat steh;datta steh
ufsteh;se lever;aufstehen;to rise;vi;;;;;nìmm uf;nìmmsch uf;nìmmt uf;namma uf;ufgstànda;sìì;dat ufsteh;datsch ufsteh;dat ufsteh;datta ufsteh
